term,grade,sub_grade,home_ownership,verification_status,loan_status,earliest_cr_line,new_delinq_2yrs,new_inq_last_6mths,new_pub_rec
36 months,B,B4,MORTGAGE,Source Verified,Fully Paid,JUL1990,Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JAN1994,Not Delinquent,Low,good
36 months,C,C1,RENT,Source Verified,Fully Paid,SEP2000,Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,JUL2002,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAR1998,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Charged Off,MAY1993,Not Delinquent,Low,good
36 months,F,F3,RENT,Verified,Fully Paid,OCT1998,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Verified,Fully Paid,MAR1994,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Charged Off,OCT1985,Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Not Verified,Charged Off,JUN1994,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,APR1987,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,good
36 months,E,E4,RENT,Verified,Fully Paid,JAN1981,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,SEP1986,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Charged Off,AUG1998,Not Delinquent,Low,moderate
36 months,A,A2,RENT,Not Verified,Fully Paid,JAN2000,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,SEP1980,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Verified,Fully Paid,JUN1999,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,SEP2001,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,DEC1995,Not Delinquent,No Inquiries,moderate
36 months,C,C2,OTHER,Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,JUL1988,Not Delinquent,No Inquiries,good
36 months,E,E3,RENT,Not Verified,Fully Paid,OCT2003,Not Delinquent,Low,good
36 months,E,E1,RENT,Not Verified,Fully Paid,OCT1997,Not Delinquent,No Inquiries,good
36 months,E,E5,RENT,Verified,Fully Paid,MAR1996,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Charged Off,FEB1997,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Not Verified,Fully Paid,SEP1994,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,MAR1998,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,NOV1990,Not Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Charged Off,NOV1993,Not Delinquent,No Inquiries,moderate
36 months,C,C1,RENT,Verified,Charged Off,AUG1998,Not Delinquent,No Inquiries,good
36 months,D,D1,MORTGAGE,Source Verified,Charged Off,APR1987,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,JAN2004,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,DEC1997,Not Delinquent,Low,good
36 months,C,C5,RENT,Source Verified,Fully Paid,NOV1996,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,SEP1988,Not Delinquent,Low,good
36 months,E,E4,RENT,Verified,Fully Paid,JUN1992,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAR1987,Delinquent,No Inquiries,good
36 months,A,A4,RENT,Verified,Fully Paid,AUG1996,Not Delinquent,No Inquiries,good
36 months,G,G3,MORTGAGE,Not Verified,Charged Off,NOV1999,Not Delinquent,Low,moderate
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,FEB1984,Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,AUG1996,Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,OCT1994,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,MAY2005,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,JAN1999,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,NOV1983,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Not Verified,Fully Paid,FEB1995,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Not Verified,Fully Paid,SEP2001,Not Delinquent,Low,good
36 months,D,D2,RENT,Verified,Fully Paid,OCT2000,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,OCT2001,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,AUG1999,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,SEP1993,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,SEP1988,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Charged Off,FEB1988,Not Delinquent,No Inquiries,good
36 months,D,D1,RENT,Not Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
36 months,E,E3,OTHER,Not Verified,Fully Paid,OCT2000,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,DEC1997,Not Delinquent,Low,good
36 months,D,D3,OWN,Not Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JUL1999,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,AUG1999,Not Delinquent,Low,good
36 months,A,A3,OTHER,Not Verified,Fully Paid,JAN1988,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAY1988,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,JUN1994,Delinquent,No Inquiries,good
36 months,G,G4,MORTGAGE,Not Verified,Charged Off,NOV1991,Delinquent,Low,good
36 months,D,D3,RENT,Not Verified,Fully Paid,JUN2000,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,OCT1998,Delinquent,Low,good
36 months,D,D1,MORTGAGE,Not Verified,Charged Off,SEP1990,Not Delinquent,Low,moderate
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,DEC2002,Not Delinquent,No Inquiries,bad
36 months,A,A2,RENT,Not Verified,Fully Paid,OCT1980,Not Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,C,C4,RENT,Not Verified,Fully Paid,NOV2003,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Verified,Charged Off,JUN1980,Not Delinquent,No Inquiries,good
36 months,B,B3,OWN,Verified,Fully Paid,OCT1997,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Charged Off,SEP1994,Not Delinquent,Low,good
36 months,B,B5,OWN,Not Verified,Fully Paid,JUL2003,Not Delinquent,Low,good
36 months,C,C1,OWN,Not Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL1998,Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,OCT1997,Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,SEP1987,Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,SEP1988,Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,JAN1992,Not Delinquent,No Inquiries,good
36 months,C,C4,OTHER,Not Verified,Fully Paid,NOV1997,Delinquent,Low,good
36 months,E,E3,MORTGAGE,Verified,Charged Off,AUG2000,Not Delinquent,Low,good
36 months,A,A2,RENT,Not Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Not Verified,Charged Off,AUG2000,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,JUL1998,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,JAN1999,Not Delinquent,Low,good
36 months,A,A3,OWN,Not Verified,Fully Paid,DEC1986,Not Delinquent,No Inquiries,good
36 months,D,D3,MORTGAGE,Not Verified,Charged Off,DEC1998,Not Delinquent,Low,moderate
36 months,B,B4,RENT,Verified,Fully Paid,FEB2001,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,NOV1993,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Not Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,MAY1998,Not Delinquent,No Inquiries,good
36 months,D,D3,MORTGAGE,Not Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,AUG2000,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Charged Off,AUG1997,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,JAN2001,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,FEB1995,Not Delinquent,No Inquiries,good
36 months,D,D3,MORTGAGE,Verified,Fully Paid,JUN1998,Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JAN1988,Not Delinquent,High,good
36 months,C,C4,MORTGAGE,Verified,Fully Paid,MAR2001,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,NOV2004,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,AUG2001,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,AUG2003,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,MAY1992,Not Delinquent,Low,moderate
36 months,B,B4,RENT,Verified,Fully Paid,DEC1996,Delinquent,Low,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,FEB1997,Not Delinquent,Low,moderate
36 months,B,B2,RENT,Verified,Charged Off,DEC2001,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL2001,Not Delinquent,Low,good
36 months,E,E2,MORTGAGE,Verified,Charged Off,MAY1995,Not Delinquent,Low,good
36 months,C,C5,RENT,Not Verified,Fully Paid,DEC2002,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC1994,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,MAY1986,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Charged Off,FEB1999,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,APR1986,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Charged Off,JUN1996,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Not Verified,Fully Paid,AUG2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,SEP2000,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Not Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Not Verified,Fully Paid,APR1996,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Verified,Fully Paid,SEP1998,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,APR1997,Not Delinquent,High,good
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,NOV1998,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Charged Off,MAY1997,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Charged Off,JAN1997,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,FEB1977,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,NOV1995,Not Delinquent,Low,good
36 months,E,E2,MORTGAGE,Verified,Fully Paid,MAY1976,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,APR2004,Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,NOV1991,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,JUL2002,Not Delinquent,Low,good
36 months,D,D3,RENT,Not Verified,Fully Paid,AUG1995,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Charged Off,JAN1991,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Verified,Fully Paid,AUG1982,Delinquent,Low,good
36 months,C,C4,RENT,Verified,Fully Paid,OCT1997,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,AUG1997,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Verified,Fully Paid,NOV2003,Not Delinquent,No Inquiries,good
36 months,C,C4,OWN,Not Verified,Fully Paid,NOV1991,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,DEC1998,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,DEC1992,Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Fully Paid,MAR1994,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,AUG1994,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,MAR1996,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,OCT2004,Not Delinquent,Low,good
36 months,E,E1,RENT,Verified,Fully Paid,JUL1993,Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC2001,Not Delinquent,Low,good
36 months,B,B2,RENT,Verified,Fully Paid,APR1998,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,NOV1997,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Charged Off,OCT1990,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,OCT1996,Not Delinquent,Low,good
36 months,B,B4,OWN,Not Verified,Fully Paid,APR1989,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
36 months,B,B1,OWN,Not Verified,Fully Paid,DEC2001,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,FEB1994,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,JUL2003,Not Delinquent,Low,moderate
36 months,B,B4,RENT,Verified,Fully Paid,AUG2001,Not Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Charged Off,JUN1990,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Charged Off,SEP1996,Not Delinquent,Low,good
36 months,C,C5,OWN,Not Verified,Fully Paid,AUG1998,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,MAY1995,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,JUL1986,Delinquent,Low,good
36 months,C,C5,RENT,Not Verified,Fully Paid,JAN1999,Not Delinquent,No Inquiries,good
36 months,B,B1,MORTGAGE,Not Verified,Charged Off,DEC1998,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,NOV2000,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,JUL1990,Not Delinquent,Low,good
36 months,B,B2,RENT,Verified,Fully Paid,APR1998,Not Delinquent,Low,good
36 months,D,D5,MORTGAGE,Not Verified,Charged Off,JAN1996,Delinquent,Low,good
36 months,E,E3,MORTGAGE,Not Verified,Fully Paid,AUG1995,Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,APR2001,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,OCT2002,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,JUN1994,Not Delinquent,Low,good
36 months,B,B5,RENT,Verified,Fully Paid,JAN2000,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,FEB2003,Not Delinquent,No Inquiries,moderate
36 months,C,C3,RENT,Not Verified,Charged Off,FEB2002,Not Delinquent,Low,good
36 months,C,C5,RENT,Not Verified,Fully Paid,OCT2003,Delinquent,Low,good
36 months,B,B1,OTHER,Not Verified,Fully Paid,MAR1996,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,FEB1998,Not Delinquent,No Inquiries,good
36 months,D,D2,MORTGAGE,Verified,Charged Off,APR1997,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,FEB1999,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Verified,Fully Paid,AUG1994,Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Charged Off,DEC1990,Not Delinquent,Low,good
36 months,B,B3,RENT,Verified,Fully Paid,OCT1992,Not Delinquent,Low,good
36 months,A,A2,RENT,Not Verified,Fully Paid,MAY1987,Delinquent,No Inquiries,good
36 months,B,B2,OWN,Not Verified,Fully Paid,SEP1988,Delinquent,No Inquiries,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,JUN1983,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,JAN1985,Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,JUN1994,Not Delinquent,Low,moderate
36 months,B,B3,MORTGAGE,Verified,Fully Paid,FEB1998,Not Delinquent,No Inquiries,moderate
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,MAR1991,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Charged Off,JUN1986,Not Delinquent,Low,moderate
36 months,B,B2,MORTGAGE,Verified,Fully Paid,JAN1998,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,NOV1998,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,MAR1991,Not Delinquent,No Inquiries,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,B,B4,OTHER,Verified,Fully Paid,JAN1992,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,JUN1998,Not Delinquent,Low,good
36 months,D,D2,MORTGAGE,Verified,Fully Paid,JAN1990,Delinquent,Low,good
36 months,C,C4,MORTGAGE,Not Verified,Fully Paid,JUN1992,Not Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Verified,Charged Off,JUL1994,Not Delinquent,Low,moderate
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAY1992,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,AUG1991,Delinquent,Low,good
36 months,D,D5,MORTGAGE,Verified,Charged Off,FEB1994,Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Charged Off,FEB2003,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,FEB2000,Not Delinquent,Low,good
36 months,D,D1,RENT,Verified,Fully Paid,MAR1999,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Not Verified,Fully Paid,MAR2004,Not Delinquent,Low,good
36 months,E,E1,RENT,Verified,Fully Paid,NOV2003,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,JUL1971,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Verified,Charged Off,JAN1970,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Verified,Charged Off,NOV1991,Delinquent,Low,good
36 months,C,C5,MORTGAGE,Verified,Fully Paid,JUL1994,Not Delinquent,Low,moderate
36 months,C,C1,RENT,Verified,Fully Paid,DEC1994,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Verified,Charged Off,JAN2002,Not Delinquent,Low,good
36 months,C,C5,RENT,Verified,Fully Paid,DEC1992,Not Delinquent,Low,good
36 months,E,E3,RENT,Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,FEB1992,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,DEC1982,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,NOV1995,Not Delinquent,Low,good
36 months,C,C4,MORTGAGE,Verified,Fully Paid,MAY1992,Delinquent,No Inquiries,good
36 months,E,E4,RENT,Verified,Fully Paid,JAN1994,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,OCT1996,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Verified,Fully Paid,MAY1993,Not Delinquent,No Inquiries,good
36 months,A,A4,OWN,Verified,Charged Off,JUN2001,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,DEC1995,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,DEC1999,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,JUN1993,Not Delinquent,High,good
36 months,B,B3,RENT,Verified,Charged Off,DEC1998,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Charged Off,DEC1995,Not Delinquent,Low,good
36 months,B,B2,OWN,Not Verified,Fully Paid,JAN1999,Not Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,NOV1987,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAY1998,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Verified,Fully Paid,AUG2005,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
36 months,C,C2,RENT,Verified,Fully Paid,JAN1996,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Not Verified,Fully Paid,JAN2000,Delinquent,No Inquiries,good
36 months,D,D5,RENT,Not Verified,Fully Paid,SEP2004,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,MAR1998,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,FEB1995,Delinquent,No Inquiries,good
36 months,A,A2,RENT,Verified,Fully Paid,MAR1996,Not Delinquent,Low,good
36 months,D,D1,MORTGAGE,Not Verified,Fully Paid,NOV2001,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Charged Off,NOV1996,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,FEB1988,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,OCT2000,Not Delinquent,Low,good
36 months,D,D1,RENT,Verified,Fully Paid,MAY2003,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
36 months,D,D3,MORTGAGE,Verified,Charged Off,AUG1987,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,MAR1988,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Not Verified,Fully Paid,JUL2003,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Charged Off,FEB1993,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,APR1996,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,APR2002,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,APR2005,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAY1972,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,SEP1996,Not Delinquent,Low,good
36 months,D,D5,RENT,Not Verified,Fully Paid,NOV1999,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JUN1994,Not Delinquent,No Inquiries,moderate
